Source_System,Primary_Label,CURIE,Formal_Label,Concept_Type,Hierarchy_Path,Synonyms,Description,Parent_IDs,Concept_ID,URI,Has_Translation,Status,Crosswalks,Extraction_Date,working_category,review_status
Logical Observation Identifiers Names and Codes,Pastoral care Outpatient Note,LOINC:84341-7,Note:Find:Pt:Outpatient:Doc:Pastoral care,owl:Class,LOINC Observation > Note > Pastoral care Outpatient Note,Pastoral Care OP Note,,LP416859-9,84341-7,https://loinc.org/84341-7,yes,active,,2026-03-17 12:40:37,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Pastoral care Long term care facility Note,LOINC:84342-5,Note:Find:Pt:Long term care facility:Doc:Pastoral care,owl:Class,LOINC Observation > Note > Pastoral care Long term care facility Note,Pastoral Care LTC fac Note,,LP416856-5,84342-5,https://loinc.org/84342-5,yes,active,,2026-03-17 12:40:38,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Pastoral care Hospital Note,LOINC:84343-3,Note:Find:Pt:Hospital:Doc:Pastoral care,owl:Class,LOINC Observation > Note > Pastoral care Hospital Note,Pastoral Care Hosp Note,,LP416854-0,84343-3,https://loinc.org/84343-3,yes,active,,2026-03-17 12:40:39,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Pastoral care Initial evaluation note,LOINC:84344-1,Initial evaluation note:Find:Pt:{Setting}:Doc:Pastoral care,owl:Class,LOINC Observation > Initial evaluation note > Pastoral care Initial evaluation note,Pastoral Care Initial eval note,,LP416616-3,84344-1,https://loinc.org/84344-1,yes,active,,2026-03-17 12:40:39,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Pastoral care Patient's home Note,LOINC:84345-8,Note:Find:Pt:Patient's home:Doc:Pastoral care,owl:Class,LOINC Observation > Note > Pastoral care Patient's home Note,Pastoral Care Pt's home Note,,LP416861-5,84345-8,https://loinc.org/84345-8,yes,active,,2026-03-17 12:40:40,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Pastoral care Group counseling note,LOINC:84346-6,Group counseling note:Find:Pt:{Setting}:Doc:Pastoral care,owl:Class,LOINC Observation > Group counseling note > Pastoral care Group counseling note,,,LP416521-5,84346-6,https://loinc.org/84346-6,yes,active,,2026-03-17 12:40:41,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Pastoral care Education note,LOINC:84347-4,Education note:Find:Pt:{Setting}:Doc:Pastoral care,owl:Class,LOINC Observation > Education note > Pastoral care Education note,Pastoral Care Educ note,,LP416530-6,84347-4,https://loinc.org/84347-4,yes,active,,2026-03-17 12:40:42,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Pastoral care Counseling note,LOINC:84348-2,Counseling note:Find:Pt:{Setting}:Doc:Pastoral care,owl:Class,LOINC Observation > Counseling note > Pastoral care Counseling note,,,LP416518-1,84348-2,https://loinc.org/84348-2,yes,active,,2026-03-17 12:40:42,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Pastoral care Consult note,LOINC:84349-0,Consultation note:Find:Pt:{Setting}:Doc:Pastoral care,owl:Class,LOINC Observation > Consultation note > Pastoral care Consult note,,,LP416502-5,84349-0,https://loinc.org/84349-0,yes,active,,2026-03-17 12:40:43,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,"Thinking about my life, I can do almost anything if I have enough faith in myself [PROMIS.PEDS]",LOINC:91460-6,"Thinking about my life, I can do almost anything if I have enough faith in myself:Find:Pt:^Patient:Ord:PROMIS.PEDS",owl:Class,"LOINC Observation > PROMIS Survey > Thinking about my life, I can do almost anything if I have enough faith in myself > Thinking about my life, I can do almost anything if I have enough faith in myself [PROMIS.PEDS]",,Thinking about my life - I can do almost anything if I have enough faith in myself (Source: SWB_FO_026R1),LP248772-8,91460-6,https://loinc.org/91460-6,,active,,2026-03-17 12:40:44,non-religious,Human Reviewed
Logical Observation Identifiers Names and Codes,"Thinking about your child's life, my child can do almost anything if he or she has enough faith in himself or herself [PROMIS.PARENTPROXY]",LOINC:92106-4,"Thinking about your child's life, my child can do almost anything if he or she has enough faith in himself or herself:Find:Pt:^Patient:Ord:PROMIS.PARENTPROXY",owl:Class,"LOINC Observation > PROMIS Survey > Thinking about your child's life, my child can do almost anything if he or she has enough faith in himself or herself > Thinking about your child's life, my child can do almost anything if he or she has enough faith in himself or herself [PROMIS.PARENTPROXY]",,Thinking about your child's life - My child can do almost anything if he/she has enough faith in himself/herself (Source: SWB_FO_026_PXR1),LP248772-8,92106-4,https://loinc.org/92106-4,,active,,2026-03-17 12:40:44,non-religious,Human Reviewed
Logical Observation Identifiers Names and Codes,Current level of confidence I can stay involved in community or religious activities [PROMIS],LOINC:92409-2,Current level of confidence I can stay involved in community or religious activities:Find:Pt:^Patient:Ord:PROMIS,owl:Class,LOINC Observation > PROMIS Survey > Current level of confidence I can stay involved in community or religious activities > Current level of confidence I can stay involved in community or religious activities [PROMIS],,Current level of confidence I can stay involved in community or religious activities (Source: SEMSS001),LP248772-8,92409-2,https://loinc.org/92409-2,,active,,2026-03-17 12:40:45,practices,Human Reviewed
Logical Observation Identifiers Names and Codes,Pastoral care Telehealth Note,LOINC:94795-2,Note:Find:Pt:Telehealth:Doc:Pastoral care,owl:Class,LOINC Observation > Note > Pastoral care Telehealth Note,,,LP416864-9,94795-2,https://loinc.org/94795-2,yes,active,,2026-03-17 12:40:46,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Pastoral care Evaluation note,LOINC:97699-3,Evaluation note:Find:Pt:{Setting}:Doc:Pastoral care,owl:Class,LOINC Observation > Evaluation note > Pastoral care Evaluation note,Pastoral Care Eval note,,LP416608-0,97699-3,https://loinc.org/97699-3,yes,active,,2026-03-17 12:40:47,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Received or applied for assistance from a religious organization since the beginning of the pandemic,LOINC:98881-6,Received or applied for assistance from a religious organization since the beginning of the pandemic:Find:Pt:^Patient:Nom,owl:Class,LOINC Observation > COVID Survey > Received or applied for assistance from a religious organization since the beginning of the pandemic,,,LP248772-8,98881-6,https://loinc.org/98881-6,,active,,2026-03-17 12:40:47,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Your religion,LOINC:LA15578-0,,skos:Concept,LOINC Answer > Your religion,,,,LA15578-0,https://loinc.org/LA15578-0,,active,,2026-03-17 12:40:48,identities,Human Reviewed
Logical Observation Identifiers Names and Codes,Someone from the same religious group,LOINC:LA16878-3,,skos:Concept,LOINC Answer > Someone from the same religious group,,,,LA16878-3,https://loinc.org/LA16878-3,,active,,2026-03-17 12:40:49,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,"Cultural, custom, religious",LOINC:LA17306-4,,skos:Concept,"LOINC Answer > Cultural, custom, religious",,,,LA17306-4,https://loinc.org/LA17306-4,,active,,2026-03-17 12:40:50,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Church,LOINC:LA17904-6,,skos:Concept,LOINC Answer > Church,,,,LA17904-6,https://loinc.org/LA17904-6,,active,,2026-03-17 12:40:50,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Attend church or take part in church activities,LOINC:LA18138-0,,skos:Concept,LOINC Answer > Attend church or take part in church activities,,,,LA18138-0,https://loinc.org/LA18138-0,,active,,2026-03-17 12:40:51,practices,Human Reviewed
Logical Observation Identifiers Names and Codes,Religious belief,LOINC:LA18840-1,,skos:Concept,LOINC Answer > Religious belief,,,,LA18840-1,https://loinc.org/LA18840-1,,active,,2026-03-17 12:40:52,beliefs,Human Reviewed
Logical Observation Identifiers Names and Codes,Parental refusal based on religious beliefs,LOINC:LA19827-7,,skos:Concept,LOINC Answer > Parental refusal based on religious beliefs,,,,LA19827-7,https://loinc.org/LA19827-7,,active,,2026-03-17 12:40:53,practices,Human Reviewed
Logical Observation Identifiers Names and Codes,Parental refusal for reasons other than religious beliefs,LOINC:LA19828-5,,skos:Concept,LOINC Answer > Parental refusal for reasons other than religious beliefs,,,,LA19828-5,https://loinc.org/LA19828-5,,active,,2026-03-17 12:40:53,non-religious,Human Reviewed
Logical Observation Identifiers Names and Codes,Procedure refused for religious reason,LOINC:LA20643-5,,skos:Concept,LOINC Answer > Procedure refused for religious reason,,,,LA20643-5,https://loinc.org/LA20643-5,,active,,2026-03-17 12:40:54,practices,Human Reviewed
Logical Observation Identifiers Names and Codes,Religious exemption,LOINC:LA27171-0,,skos:Concept,LOINC Answer > Religious exemption,,,,LA27171-0,https://loinc.org/LA27171-0,,active,,2026-03-17 12:40:55,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,"Delusions (misconceptions or beliefs that are firmly held, contrary to reality)",LOINC:LA27796-4,,skos:Concept,"LOINC Answer > Delusions (misconceptions or beliefs that are firmly held, contrary to reality)",,,,LA27796-4,https://loinc.org/LA27796-4,,active,,2026-03-17 12:40:56,non-religious,Human Reviewed
Logical Observation Identifiers Names and Codes,Participating in religious activities or practices,LOINC:LA27814-5,,skos:Concept,LOINC Answer > Participating in religious activities or practices,,,,LA27814-5,https://loinc.org/LA27814-5,,active,,2026-03-17 12:40:57,practices,Human Reviewed
Logical Observation Identifiers Names and Codes,"Psychosocial influences on treatment (eg, fear-avoidance beliefs, behavior change techniques)",LOINC:LA29105-6,,skos:Concept,"LOINC Answer > Psychosocial influences on treatment (eg, fear-avoidance beliefs, behavior change techniques)",,,,LA29105-6,https://loinc.org/LA29105-6,,active,,2026-03-17 12:40:57,non-religious,Human Reviewed
Logical Observation Identifiers Names and Codes,"Attended a gathering with more than 10 people, such as a reunion, wedding, funeral, birthday party, concert, or religious service",LOINC:LA33112-6,,skos:Concept,"LOINC Answer > Attended a gathering with more than 10 people, such as a reunion, wedding, funeral, birthday party, concert, or religious service",,,,LA33112-6,https://loinc.org/LA33112-6,,active,,2026-03-17 12:40:58,non-religious,Human Reviewed
Logical Observation Identifiers Names and Codes,Church: Church-based shelter,LOINC:LA35255-1,,skos:Concept,LOINC Answer > Church: Church-based shelter,,,,LA35255-1,https://loinc.org/LA35255-1,,active,,2026-03-17 12:40:59,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Church: Church outdoor property or grounds,LOINC:LA35256-9,,skos:Concept,LOINC Answer > Church: Church outdoor property or grounds,,,,LA35256-9,https://loinc.org/LA35256-9,,active,,2026-03-17 12:41:00,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Friend or neighbor or community or church member,LOINC:LA6202-1,,skos:Concept,LOINC Answer > Friend or neighbor or community or church member,,,,LA6202-1,https://loinc.org/LA6202-1,,active,,2026-03-17 12:41:01,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,"Do, or did, you find it difficult to refrain from smoking in places where it is forbidden, such as in church, at the library, in a cinema, etc",LOINC:LP114182-1,,owl:Property,"LOINC Part > Do, or did, you find it difficult to refrain from smoking in places where it is forbidden, such as in church, at the library, in a cinema, etc","Do, or did, you find it difficult to refrain from smoking in places where it is forbidden, such as in church, at the library, in a cinema, etc",,,LP114182-1,https://loinc.org/LP114182-1,,active,,2026-03-17 12:41:01,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,"Did you ever tell a professional about these problems - medical doctor, psychologist, social worker, counselor, nurse, clergy, or other helping professional",LOINC:LP119611-4,,owl:Property,"LOINC Part > Did you ever tell a professional about these problems - medical doctor, psychologist, social worker, counselor, nurse, clergy, or other helping professional","Did you ever tell a professional about these problems - medical doctor, psychologist, social worker, counselor, nurse, clergy, or other helping professional",,,LP119611-4,https://loinc.org/LP119611-4,,active,,2026-03-17 12:41:02,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,I find comfort in my faith or spiritual beliefs in the past 7D,LOINC:LP146890-1,,owl:Property,LOINC Part > I find comfort in my faith or spiritual beliefs in the past 7D,I find comfort in my faith or spiritual beliefs in the past 7 days,,,LP146890-1,https://loinc.org/LP146890-1,,active,,2026-03-17 12:41:03,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Functional assessment of chronic illness therapy - spiritual well being questionnaire - 12 items - version 4,LOINC:LP148693-7,,owl:Property,LOINC Part > Functional assessment of chronic illness therapy - spiritual well being questionnaire - 12 items - version 4,Functional assessment of chronic illness therapy - spiritual well-being questionnaire - 12 items - version 4,,,LP148693-7,https://loinc.org/LP148693-7,,active,,2026-03-17 12:41:04,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,I find strength in my faith or spiritual beliefs in the past 7D,LOINC:LP148701-8,,owl:Property,LOINC Part > I find strength in my faith or spiritual beliefs in the past 7D,I find strength in my faith or spiritual beliefs in the past 7 days,,,LP148701-8,https://loinc.org/LP148701-8,,active,,2026-03-17 12:41:04,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,My illness has strengthened my faith or spiritual beliefs in the past 7D,LOINC:LP148702-6,,owl:Property,LOINC Part > My illness has strengthened my faith or spiritual beliefs in the past 7D,My illness has strengthened my faith or spiritual beliefs in the past 7 days,,,LP148702-6,https://loinc.org/LP148702-6,,active,,2026-03-17 12:41:05,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,"Functional assessment of chronic illness therapy - spiritual well being, expanded version questionnaire - version 4",LOINC:LP148704-2,,owl:Property,"LOINC Part > Functional assessment of chronic illness therapy - spiritual well being, expanded version questionnaire - version 4","Functional assessment of chronic illness therapy - spiritual well-being, expanded version questionnaire - version 4",,,LP148704-2,https://loinc.org/LP148704-2,,active,,2026-03-17 12:41:06,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Functional assessment of chronic illness therapy - spiritual well being - non-illness questionnaire - version 4,LOINC:LP148715-8,,owl:Property,LOINC Part > Functional assessment of chronic illness therapy - spiritual well being - non-illness questionnaire - version 4,Functional assessment of chronic illness therapy - spiritual well-being - non-illness questionnaire - version 4,,,LP148715-8,https://loinc.org/LP148715-8,,active,,2026-03-17 12:41:07,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Difficult times have strengthened my faith or spiritual beliefs in the past 7D,LOINC:LP148793-5,,owl:Property,LOINC Part > Difficult times have strengthened my faith or spiritual beliefs in the past 7D,Difficult times have strengthened my faith or spiritual beliefs in the past 7 days,,,LP148793-5,https://loinc.org/LP148793-5,,active,,2026-03-17 12:41:08,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Functional assessment of chronic illness therapy - spiritual well being questionnaire - version 4,LOINC:LP149575-5,,owl:Property,LOINC Part > Functional assessment of chronic illness therapy - spiritual well being questionnaire - version 4,Functional assessment of chronic illness therapy - spiritual well-being questionnaire - version 4,,,LP149575-5,https://loinc.org/LP149575-5,,active,,2026-03-17 12:41:09,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Pastoral care,LOINC:LP172983-1,,owl:Property,LOINC Part > Pastoral care,Pastoral care,,,LP172983-1,https://loinc.org/LP172983-1,,active,,2026-03-17 12:41:09,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Personal belief,LOINC:LP184338-4,,owl:Property,LOINC Part > Personal belief,Personal belief,,,LP184338-4,https://loinc.org/LP184338-4,,active,,2026-03-17 12:41:10,non-religious,Human Reviewed
Logical Observation Identifiers Names and Codes,"Decision to inform doctors and nurses about the role religion, faith, culture, or spirituality play in my life",LOINC:LP186150-1,,owl:Property,"LOINC Part > Decision to inform doctors and nurses about the role religion, faith, culture, or spirituality play in my life","Decision to inform doctors and nurses about the role religion, faith, culture, or spirituality play in my life",,,LP186150-1,https://loinc.org/LP186150-1,,active,,2026-03-17 12:41:11,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,"Preference on consulting a supportive and palliative care team to help treat physical, emotional, and spiritual discomfort and support family",LOINC:LP186151-9,,owl:Property,"LOINC Part > Preference on consulting a supportive and palliative care team to help treat physical, emotional, and spiritual discomfort and support family","Preference on consulting a supportive and palliative care team to help treat physical, emotional, and spiritual discomfort and support family",,,LP186151-9,https://loinc.org/LP186151-9,,active,,2026-03-17 12:41:12,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,"Do you belong to any clubs or organizations such as church groups unions, fraternal or athletic groups, or school groups",LOINC:LP189560-8,,owl:Property,"LOINC Part > Do you belong to any clubs or organizations such as church groups unions, fraternal or athletic groups, or school groups","Do you belong to any clubs or organizations such as church groups unions, fraternal or athletic groups, or school groups",,,LP189560-8,https://loinc.org/LP189560-8,,active,,2026-03-17 12:41:13,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,How often do you attend church or religious services,LOINC:LP189561-6,,owl:Property,LOINC Part > How often do you attend church or religious services,How often do you attend church or religious services,,,LP189561-6,https://loinc.org/LP189561-6,,active,,2026-03-17 12:41:14,practices,Human Reviewed
Logical Observation Identifiers Names and Codes,I felt that I had similar values and beliefs as others in my family in past 4W,LOINC:LP190901-1,,owl:Property,LOINC Part > I felt that I had similar values and beliefs as others in my family in past 4W,I felt that I had similar values and beliefs as others in my family in past 4 weeks,,,LP190901-1,https://loinc.org/LP190901-1,,active,,2026-03-17 12:41:14,non-religious,Human Reviewed
Logical Observation Identifiers Names and Codes,My child felt that he or she had similar values and beliefs as others in our family in past 4W,LOINC:LP191241-1,,owl:Property,LOINC Part > My child felt that he or she had similar values and beliefs as others in our family in past 4W,My child felt that he or she had similar values and beliefs as others in our family in past 4 weeks,,,LP191241-1,https://loinc.org/LP191241-1,,active,,2026-03-17 12:41:15,non-religious,Human Reviewed
Logical Observation Identifiers Names and Codes,Religious or cultural beliefs,LOINC:LP208979-7,,owl:Property,LOINC Part > Religious or cultural beliefs,Religious or cultural beliefs,,,LP208979-7,https://loinc.org/LP208979-7,,active,,2026-03-17 12:41:16,beliefs,Human Reviewed
Logical Observation Identifiers Names and Codes,Religious or cultural affiliation contact to notify,LOINC:LP208980-5,,owl:Property,LOINC Part > Religious or cultural affiliation contact to notify,Religious or cultural affiliation contact to notify,,,LP208980-5,https://loinc.org/LP208980-5,,active,,2026-03-17 12:41:17,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Pastoral care.team,LOINC:LP232604-1,,owl:Property,LOINC Part > Pastoral care.team,Pastoral care Team,,,LP232604-1,https://loinc.org/LP232604-1,,active,,2026-03-17 12:41:18,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,"Thinking about my life, I can do almost anything if I have enough faith in myself",LOINC:LP270435-3,,owl:Property,"LOINC Part > Thinking about my life, I can do almost anything if I have enough faith in myself","Thinking about my life, I can do almost anything if I have enough faith in myself",,,LP270435-3,https://loinc.org/LP270435-3,,active,,2026-03-17 12:41:18,non-religious,Human Reviewed
Logical Observation Identifiers Names and Codes,"Thinking about your child's life, my child can do almost anything if he or she has enough faith in himself or herself",LOINC:LP321668-8,,owl:Property,"LOINC Part > Thinking about your child's life, my child can do almost anything if he or she has enough faith in himself or herself","Thinking about your child's life, my child can do almost anything if he or she has enough faith in himself or herself",,,LP321668-8,https://loinc.org/LP321668-8,,active,,2026-03-17 12:41:19,non-religious,Human Reviewed
Logical Observation Identifiers Names and Codes,Pastoral care,LOINC:LP32979-4,,owl:Property,LOINC Part > Pastoral care,Pastoral care,,,LP32979-4,https://loinc.org/LP32979-4,,active,,2026-03-17 12:41:20,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Current level of confidence I can stay involved in community or religious activities,LOINC:LP343177-4,,owl:Property,LOINC Part > Current level of confidence I can stay involved in community or religious activities,Current level of confidence I can stay involved in community or religious activities,,,LP343177-4,https://loinc.org/LP343177-4,,active,,2026-03-17 12:41:21,practices,Human Reviewed
Logical Observation Identifiers Names and Codes,Received or applied for assistance from a religious organization since the beginning of the pandemic,LOINC:LP429609-3,,owl:Property,LOINC Part > Received or applied for assistance from a religious organization since the beginning of the pandemic,Received or applied for assistance from a religious organization since the beginning of the pandemic,,,LP429609-3,https://loinc.org/LP429609-3,,active,,2026-03-17 12:41:21,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,"Having strong negative beliefs about yourself, others, or the world",LOINC:LP435433-0,,owl:Property,"LOINC Part > Having strong negative beliefs about yourself, others, or the world","Having strong negative beliefs about yourself, others, or the world",,,LP435433-0,https://loinc.org/LP435433-0,,active,,2026-03-17 12:41:22,non-religious,Human Reviewed
Logical Observation Identifiers Names and Codes,Spiritual or Existential Concerns,LOINC:LP443918-0,,owl:Property,LOINC Part > Spiritual or Existential Concerns,Spiritual or Existential Concerns,,,LP443918-0,https://loinc.org/LP443918-0,,active,,2026-03-17 12:41:23,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Was the patient and or caregiver asked about spiritual or existential concerns,LOINC:LP443919-8,,owl:Property,LOINC Part > Was the patient and or caregiver asked about spiritual or existential concerns,Was the patient and or caregiver asked about spiritual or existential concerns,,,LP443919-8,https://loinc.org/LP443919-8,,active,,2026-03-17 12:41:24,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Date the patient and or caregiver was first asked about spiritual or existential concerns,LOINC:LP443920-6,,owl:Property,LOINC Part > Date the patient and or caregiver was first asked about spiritual or existential concerns,Date the patient and or caregiver was first asked about spiritual or existential concerns,,,LP443920-6,https://loinc.org/LP443920-6,,active,,2026-03-17 12:41:25,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Good faith estimate,LOINC:LP448630-6,,owl:Property,LOINC Part > Good faith estimate,Good faith estimate,,LP261247-3,LP448630-6,https://loinc.org/LP448630-6,,active,,2026-03-17 12:41:25,non-religious,Human Reviewed
Logical Observation Identifiers Names and Codes,Good faith estimate,LOINC:LP448631-4,,owl:Property,LOINC Part > Good faith estimate,Good faith estimate,,,LP448631-4,https://loinc.org/LP448631-4,,active,,2026-03-17 12:41:26,non-religious,Human Reviewed
Logical Observation Identifiers Names and Codes,Did you have beliefs that gave you comfort,LOINC:LP450247-4,,owl:Property,LOINC Part > Did you have beliefs that gave you comfort,Did you have beliefs that gave you comfort,,,LP450247-4,https://loinc.org/LP450247-4,,active,,2026-03-17 12:41:27,non-religious,Human Reviewed
Logical Observation Identifiers Names and Codes,Good faith estimate | {Setting} | Document ontology,LOINC:LP450629-3,,owl:Property,LOINC Part > Good faith estimate | {Setting} | Document ontology,,,LP448630-6,LP450629-3,https://loinc.org/LP450629-3,,active,,2026-03-17 12:41:28,non-religious,Human Reviewed
Logical Observation Identifiers Names and Codes,Spirituality.status,LOINC:LP56834-2,,owl:Property,LOINC Part > Spirituality.status,Spirituality Status,,,LP56834-2,https://loinc.org/LP56834-2,,active,,2026-03-17 12:41:29,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Spirituality.behavior,LOINC:LP56914-2,,owl:Property,LOINC Part > Spirituality.behavior,Spirituality Behavior,,,LP56914-2,https://loinc.org/LP56914-2,,active,,2026-03-17 12:41:30,practices,Human Reviewed
Logical Observation Identifiers Names and Codes,Spirituality.knowledge,LOINC:LP56915-9,,owl:Property,LOINC Part > Spirituality.knowledge,Spirituality Knowledge,,,LP56915-9,https://loinc.org/LP56915-9,,active,,2026-03-17 12:41:30,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Activity preferences - spiritual or religious activities,LOINC:LP74422-4,,owl:Property,LOINC Part > Activity preferences - spiritual or religious activities,Activity preferences - spiritual or religious activities,,,LP74422-4,https://loinc.org/LP74422-4,,active,,2026-03-17 12:41:31,practices,Human Reviewed
Logical Observation Identifiers Names and Codes,Feel spiritual as I near the end,LOINC:LP74840-7,,owl:Property,LOINC Part > Feel spiritual as I near the end,Feel spiritual as I near the end,,,LP74840-7,https://loinc.org/LP74840-7,,active,,2026-03-17 12:41:32,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Finds strength in faith,LOINC:LP74853-0,,owl:Property,LOINC Part > Finds strength in faith,Finds strength in faith,,,LP74853-0,https://loinc.org/LP74853-0,,active,,2026-03-17 12:41:33,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,No good church experience,LOINC:LP75179-9,,owl:Property,LOINC Part > No good church experience,No good church experience,,,LP75179-9,https://loinc.org/LP75179-9,,active,,2026-03-17 12:41:33,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Spiritual distress,LOINC:LP75661-6,,owl:Property,LOINC Part > Spiritual distress,Spiritual distress,,,LP75661-6,https://loinc.org/LP75661-6,,active,,2026-03-17 12:41:34,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,Spiritual state alteration,LOINC:LP75662-4,,owl:Property,LOINC Part > Spiritual state alteration,Spiritual state alteration,,,LP75662-4,https://loinc.org/LP75662-4,,active,,2026-03-17 12:41:35,religious other,Human Reviewed
Logical Observation Identifiers Names and Codes,"Usually attends church, temple, etc.",LOINC:LP75845-5,,owl:Property,"LOINC Part > Usually attends church, temple, etc.","Usually attends church, temple, etc.",,,LP75845-5,https://loinc.org/LP75845-5,,active,,2026-03-17 12:41:36,practices,Human Reviewed
Logical Observation Identifiers Names and Codes,How important it is to participate in religious services or practices while in this facility,LOINC:LP89933-3,,owl:Property,LOINC Part > How important it is to participate in religious services or practices while in this facility,How important it is to participate in religious services or practices while in this facility,,,LP89933-3,https://loinc.org/LP89933-3,,active,,2026-03-17 12:41:37,practices,Human Reviewed
Logical Observation Identifiers Names and Codes,Resident prefers participating in religious activities or practices,LOINC:LP89955-6,,owl:Property,LOINC Part > Resident prefers participating in religious activities or practices,Resident prefers participating in religious activities or practices,,,LP89955-6,https://loinc.org/LP89955-6,,active,,2026-03-17 12:41:38,practices,Human Reviewed
Medical Subject Headings,Religion,MeSH:D012067,,meshv:TopicalDescriptor,Humanities > Religion,,"A set of beliefs concerning the nature, cause, and purpose of the universe, especially when considered as the creation of a superhuman agency. It usually involves devotional and ritual observances and often a moral code for the conduct of human affairs. (Random House Collegiate Dictionary, rev. ed.)",D006809,D012067,http://id.nlm.nih.gov/mesh/D012067,,active,,2026-03-14 10:14:09,religious other,Human Reviewed
Medical Subject Headings,Religious Beliefs,MeSH:M0018755,,meshv:Concept,Humanities > Religion > Religious Beliefs,,,D012067,M0018755,http://id.nlm.nih.gov/mesh/M0018755,,active,,2026-03-14 10:14:10,beliefs,Human Reviewed
Medical Subject Headings,Religious Ethics,MeSH:M0018756,,meshv:Concept,Humanities > Religion > Religious Ethics,,,D012067,M0018756,http://id.nlm.nih.gov/mesh/M0018756,,active,,2026-03-14 10:14:10,beliefs,Human Reviewed
Medical Subject Headings,Prayer,MeSH:M0018758,,meshv:Concept,Humanities > Religion > Prayer,,,D012067,M0018758,http://id.nlm.nih.gov/mesh/M0018758,,active,,2026-03-14 10:14:10,practices,Human Reviewed
Medical Subject Headings,Buddhism,MeSH:D002016,,meshv:TopicalDescriptor,Humanities > Religion > Buddhism,,"The teaching ascribed to Gautama Buddha (ca. 483 B.C.) holding that suffering is inherent in life and that one can escape it into nirvana by mental and moral self-purification. (Webster, 3d ed)",D012067,D002016,http://id.nlm.nih.gov/mesh/D002016,,active,,2026-03-14 10:14:11,identities,Human Reviewed
Medical Subject Headings,Buddhist Ethics,MeSH:M0002998,,meshv:Concept,Humanities > Religion > Buddhism > Buddhist Ethics,,,D002016,M0002998,http://id.nlm.nih.gov/mesh/M0002998,,active,,2026-03-14 10:14:11,beliefs,Human Reviewed
Medical Subject Headings,Anthroposophy,MeSH:D000887,,meshv:TopicalDescriptor,Humanities > Religion > Anthroposophy,,"Knowledge of the nature of man. A spiritual and mystical doctrine that grew out of theosophy and derives mainly from the philosophy of Rudolph Steiner, Austrian social philosopher (1861-1925). (Webster, 3d ed)",D000529 | D012067,D000887,http://id.nlm.nih.gov/mesh/D000887,,active,,2026-03-14 10:14:12,identities,Human Reviewed
Medical Subject Headings,Islam,MeSH:D007514,,meshv:TopicalDescriptor,Humanities > Religion > Islam,Mohammedanism,A monotheistic religion promulgated by the Prophet Mohammed with Allah as the deity.,D012067,D007514,http://id.nlm.nih.gov/mesh/D007514,,active,,2026-03-14 10:14:13,identities,Human Reviewed
